source,app_name,detected_language,review_count
ios_app_store,Spotify,nl,11
ios_app_store,Spotify,pt,11
ios_app_store,Spotify,fi,8
ios_app_store,Spotify,sl,8
ios_app_store,Spotify,sv,8
ios_app_store,Spotify,hr,7
ios_app_store,Spotify,pl,7
ios_app_store,Spotify,cs,5
ios_app_store,Spotify,da,4
ios_app_store,Spotify,tr,4
ios_app_store,Spotify,vi,4
ios_app_store,Spotify,ar,2
ios_app_store,Spotify,hu,2
ios_app_store,Spotify,ru,2
ios_app_store,Spotify,hi,1
ios_app_store,Spotify,lv,1
ios_app_store,Spotify,mr,1
ios_app_store,Spotify,zh-cn,1
ios_app_store,TikTok,en,1750
ios_app_store,TikTok,ru,26
ios_app_store,TikTok,fr,24
ios_app_store,TikTok,so,20
ios_app_store,TikTok,unknown,15
ios_app_store,TikTok,af,14
ios_app_store,TikTok,es,12
ios_app_store,TikTok,id,10
ios_app_store,TikTok,no,10
ios_app_store,TikTok,da,9
ios_app_store,TikTok,de,9
ios_app_store,TikTok,it,9
ios_app_store,TikTok,tl,9
ios_app_store,TikTok,cy,8
ios_app_store,TikTok,ar,7
ios_app_store,TikTok,nl,7
ios_app_store,TikTok,pt,7
ios_app_store,TikTok,uk,7
ios_app_store,TikTok,sv,6
ios_app_store,TikTok,vi,6
ios_app_store,TikTok,et,4
ios_app_store,TikTok,pl,4
ios_app_store,TikTok,sl,4
ios_app_store,TikTok,sw,4
ios_app_store,TikTok,tr,4
ios_app_store,TikTok,fi,3
ios_app_store,TikTok,lt,3
ios_app_store,TikTok,sq,3
ios_app_store,TikTok,ca,2
ios_app_store,TikTok,sk,2
ios_app_store,TikTok,hr,1
ios_app_store,TikTok,ko,1
ios_app_store,YouTube,en,1979
ios_app_store,YouTube,so,73
ios_app_store,YouTube,fr,52
ios_app_store,YouTube,unknown,43
ios_app_store,YouTube,af,40
ios_app_store,YouTube,no,27
ios_app_store,YouTube,sv,20
ios_app_store,YouTube,es,19
ios_app_store,YouTube,ca,18
ios_app_store,YouTube,sw,18
ios_app_store,YouTube,ro,17
ios_app_store,YouTube,id,16
ios_app_store,YouTube,nl,15
ios_app_store,YouTube,de,14
ios_app_store,YouTube,sl,14
ios_app_store,YouTube,cy,12
ios_app_store,YouTube,it,12
ios_app_store,YouTube,tl,11
ios_app_store,YouTube,et,10
ios_app_store,YouTube,ar,9
ios_app_store,YouTube,ko,8
ios_app_store,YouTube,da,7
ios_app_store,YouTube,pt,7
ios_app_store,YouTube,vi,7
ios_app_store,YouTube,pl,6
ios_app_store,YouTube,ru,6
ios_app_store,YouTube,zh-cn,6
ios_app_store,YouTube,tr,5
ios_app_store,YouTube,hr,4
ios_app_store,YouTube,cs,3
ios_app_store,YouTube,fi,3
ios_app_store,YouTube,hu,3
ios_app_store,YouTube,sk,3
ios_app_store,YouTube,mr,2
ios_app_store,YouTube,sq,2
ios_app_store,YouTube,uk,2
ios_app_store,YouTube,bg,1
ios_app_store,YouTube,el,1
ios_app_store,YouTube,hi,1
ios_app_store,YouTube,mk,1
ios_app_store,YouTube,ml,1
ios_app_store,YouTube,ne,1
ios_app_store,YouTube,ta,1
